timestamp,lat,lon,alt_msl,heading_deg,speed_mps
7.800,60.56300166,90.37946102,1500.254,70.307,10.864
8.000,60.56300823,90.37949830,1500.254,70.302,10.860
8.200,60.56301480,90.37953557,1500.254,70.296,10.857
8.400,60.56302137,90.37957282,1500.254,70.291,10.853
8.600,60.56302794,90.37961007,1500.254,70.285,10.849
8.800,60.56303451,90.37964729,1500.254,70.279,10.845
9.000,60.56304108,90.37968450,1500.254,70.273,10.841
9.200,60.56304765,90.37972170,1500.254,70.267,10.837
9.400,60.56305422,90.37975888,1500.254,70.261,10.833
9.600,60.56306078,90.37979605,1500.254,70.255,10.829
9.800,60.56306735,90.37983320,1500.254,70.248,10.825
10.000,60.56307391,90.37987033,1500.255,70.241,10.821
10.200,60.56308048,90.37990745,1500.255,70.234,10.816
10.400,60.56308705,90.37994454,1500.255,70.227,10.812
10.600,60.56309361,90.37998162,1500.255,70.220,10.807
10.800,60.56310017,90.38001869,1500.255,70.212,10.802
11.000,60.56310674,90.38005573,1500.255,70.205,10.797
11.200,60.56311330,90.38009276,1500.255,70.197,10.792
11.400,60.56311986,90.38012977,1500.255,70.189,10.788
11.600,60.56312643,90.38016675,1500.255,70.181,10.782
11.800,60.56313299,90.38020372,1500.255,70.172,10.777
12.000,60.56313955,90.38024067,1500.255,70.164,10.772
12.200,60.56314611,90.38027760,1500.255,70.155,10.767
12.400,60.56315267,90.38031451,1500.256,70.147,10.761
12.600,60.56315923,90.38035139,1500.256,70.138,10.756
12.800,60.56316579,90.38038826,1500.256,70.128,10.750
13.000,60.56317235,90.38042510,1500.256,70.119,10.745
13.200,60.56317891,90.38046193,1500.256,70.110,10.739
13.400,60.56318546,90.38049873,1500.256,70.100,10.733
13.600,60.56319202,90.38053550,1500.256,70.090,10.727
13.800,60.56319858,90.38057226,1500.256,70.080,10.721
14.000,60.56320513,90.38060899,1500.256,70.070,10.715
14.200,60.56321169,90.38064570,1500.256,70.060,10.709
14.400,60.56321824,90.38068238,1500.256,70.049,10.703
14.600,60.56322480,90.38071904,1500.257,70.038,10.696
14.800,60.56323135,90.38075568,1500.257,70.027,10.690
15.000,60.56323791,90.38079229,1500.257,70.016,10.684
15.200,60.56324446,90.38082888,1500.257,70.005,10.677
15.400,60.56325101,90.38086544,1500.257,69.994,10.670
15.600,60.56325756,90.38090197,1500.257,69.982,10.664
15.800,60.56326412,90.38093848,1500.257,69.971,10.657
16.000,60.56327067,90.38097496,1500.257,69.959,10.650
16.200,60.56327722,90.38101142,1500.257,69.947,10.643
16.400,60.56328377,90.38104784,1500.257,69.934,10.636
16.600,60.56329032,90.38108424,1500.257,69.922,10.629
16.800,60.56329687,90.38112062,1500.257,69.909,10.621
17.000,60.56330341,90.38115696,1500.258,69.896,10.614
17.200,60.56330996,90.38119328,1500.258,69.883,10.607
17.400,60.56331651,90.38122957,1500.258,69.870,10.599
17.600,60.56332306,90.38126583,1500.258,69.857,10.592
17.800,60.56332960,90.38130205,1500.258,69.843,10.584
18.000,60.56333615,90.38133825,1500.258,69.830,10.576
18.200,60.56334269,90.38137442,1500.258,69.816,10.568
18.400,60.56334924,90.38141056,1500.258,69.802,10.561
18.600,60.56335578,90.38144667,1500.258,69.788,10.553
18.800,60.56336233,90.38148275,1500.258,69.773,10.544
19.000,60.56336887,90.38151880,1500.258,69.759,10.536
19.200,60.56337541,90.38155481,1500.258,69.744,10.528
19.400,60.56338196,90.38159080,1500.258,69.729,10.520
19.600,60.56338850,90.38162675,1500.259,69.714,10.511
19.800,60.56339504,90.38166267,1500.259,69.698,10.503
20.000,60.56340158,90.38169856,1500.259,69.683,10.494
20.200,60.56340812,90.38173441,1500.259,69.667,10.486
20.400,60.56341466,90.38177023,1500.259,69.651,10.477
20.600,60.56342120,90.38180601,1500.259,69.635,10.468
20.800,60.56342774,90.38184177,1500.259,69.619,10.460
21.000,60.56343427,90.38187748,1500.259,69.603,10.451
21.200,60.56344081,90.38191317,1500.259,69.586,10.442
21.400,60.56344735,90.38194882,1500.259,69.569,10.432
21.600,60.56345388,90.38198443,1500.259,69.552,10.423
21.800,60.56346042,90.38202001,1500.259,69.535,10.414
22.000,60.56346696,90.38205555,1500.260,69.518,10.405
22.200,60.56347349,90.38209105,1500.260,69.500,10.395
22.400,60.56348002,90.38212652,1500.260,69.482,10.386
22.600,60.56348656,90.38216195,1500.260,69.464,10.376
22.800,60.56349309,90.38219735,1500.260,69.446,10.367
23.000,60.56349962,90.38223271,1500.260,69.428,10.357
23.200,60.56350616,90.38226803,1500.260,69.409,10.347
23.400,60.56351269,90.38230331,1500.260,69.391,10.337
23.600,60.56351922,90.38233855,1500.260,69.372,10.327
23.800,60.56352575,90.38237376,1500.260,69.353,10.317
24.000,60.56353228,90.38240892,1500.260,69.333,10.307
24.200,60.56353881,90.38244405,1500.260,69.314,10.297
24.400,60.56354533,90.38247913,1500.260,69.294,10.287
24.600,60.56355186,90.38251418,1500.261,69.274,10.276
24.800,60.56355839,90.38254919,1500.261,69.254,10.266
25.000,60.56356492,90.38258416,1500.261,69.234,10.256
25.200,60.56357144,90.38261908,1500.261,69.213,10.245
25.400,60.56357797,90.38265397,1500.261,69.193,10.234
25.600,60.56358449,90.38268881,1500.261,69.172,10.224
25.800,60.56359102,90.38272361,1500.261,69.151,10.213
26.000,60.56359754,90.38275837,1500.261,69.129,10.202
26.200,60.56360407,90.38279309,1500.261,69.108,10.191
26.400,60.56361059,90.38282777,1500.261,69.086,10.180
26.600,60.56361711,90.38286240,1500.261,69.064,10.169
26.800,60.56362363,90.38289699,1500.261,69.042,10.158
27.000,60.56363015,90.38293154,1500.261,69.020,10.147
27.200,60.56363668,90.38296604,1500.262,68.997,10.136
27.400,60.56364320,90.38300050,1500.262,68.974,10.124
27.600,60.56364972,90.38303492,1500.262,68.951,10.113
27.800,60.56365623,90.38306929,1500.262,68.928,10.101
28.000,60.56366275,90.38310361,1500.262,68.905,10.090
28.200,60.56366927,90.38313789,1500.262,68.881,10.078
28.400,60.56367579,90.38317213,1500.262,68.858,10.066
28.600,60.56368230,90.38320632,1500.262,68.834,10.055
28.800,60.56368882,90.38324046,1500.262,68.809,10.043
29.000,60.56369534,90.38327456,1500.262,68.785,10.031
29.200,60.56370185,90.38330861,1500.262,68.760,10.019
29.400,60.56370836,90.38334261,1500.262,68.735,10.007
29.600,60.56371488,90.38337657,1500.262,68.710,9.995
29.800,60.56372139,90.38341048,1500.263,68.685,9.982
30.000,60.56372790,90.38344434,1500.263,68.660,9.970
30.200,60.56373442,90.38347816,1500.263,68.634,9.958
30.400,60.56374093,90.38351193,1500.263,68.608,9.945
30.600,60.56374744,90.38354564,1500.263,68.582,9.933
30.800,60.56375395,90.38357931,1500.263,68.555,9.920
31.000,60.56376046,90.38361293,1500.263,68.529,9.908
31.200,60.56376697,90.38364650,1500.263,68.502,9.895
31.400,60.56377347,90.38368003,1500.263,68.475,9.882
31.600,60.56377998,90.38371350,1500.263,68.447,9.869
31.800,60.56378649,90.38374692,1500.263,68.420,9.856
32.000,60.56379300,90.38378029,1500.263,68.392,9.844
32.200,60.56379950,90.38381361,1500.263,68.364,9.830
32.400,60.56380601,90.38384688,1500.263,68.336,9.817
32.600,60.56381251,90.38388010,1500.264,68.308,9.804
32.800,60.56381902,90.38391327,1500.264,68.279,9.791
33.000,60.56382552,90.38394638,1500.264,68.250,9.778
33.200,60.56383202,90.38397945,1500.264,68.221,9.764
33.400,60.56383853,90.38401246,1500.264,68.192,9.751
33.600,60.56384503,90.38404542,1500.264,68.162,9.738
33.800,60.56385153,90.38407833,1500.264,68.132,9.724
34.000,60.56385803,90.38411118,1500.264,68.102,9.710
34.200,60.56386453,90.38414398,1500.264,68.072,9.697
34.400,60.56387103,90.38417673,1500.264,68.041,9.683
34.600,60.56387753,90.38420942,1500.264,68.010,9.669
34.800,60.56388403,90.38424206,1500.264,67.979,9.655
35.000,60.56389052,90.38427465,1500.264,67.948,9.641
35.200,60.56389702,90.38430718,1500.264,67.917,9.627
35.400,60.56390352,90.38433965,1500.265,67.885,9.613
35.600,60.56391001,90.38437207,1500.265,67.853,9.599
35.800,60.56391651,90.38440444,1500.265,67.820,9.585
36.000,60.56392300,90.38443675,1500.265,67.788,9.571
36.200,60.56392950,90.38446900,1500.265,67.755,9.557
36.400,60.56393599,90.38450120,1500.265,67.722,9.542
36.600,60.56394248,90.38453334,1500.265,67.689,9.528
36.800,60.56394897,90.38456543,1500.265,67.655,9.513
37.000,60.56395546,90.38459745,1500.265,67.622,9.499
37.200,60.56396196,90.38462943,1500.265,67.588,9.484
37.400,60.56396845,90.38466134,1500.265,67.553,9.470
37.600,60.56397493,90.38469320,1500.265,67.519,9.455
37.800,60.56398142,90.38472500,1500.265,67.484,9.440
38.000,60.56398791,90.38475674,1500.265,67.449,9.425
38.200,60.56399440,90.38478842,1500.266,67.414,9.410
38.400,60.56400089,90.38482004,1500.266,67.378,9.395
38.600,60.56400737,90.38485161,1500.266,67.342,9.380
38.800,60.56401386,90.38488312,1500.266,67.306,9.365
39.000,60.56402034,90.38491456,1500.266,67.270,9.350
39.200,60.56402683,90.38494595,1500.266,67.233,9.335
39.400,60.56403331,90.38497728,1500.266,67.196,9.320
39.600,60.56403979,90.38500855,1500.266,67.159,9.305
39.800,60.56404628,90.38503976,1500.266,67.121,9.289
40.000,60.56405276,90.38507091,1500.266,67.084,9.274
40.200,60.56405924,90.38510199,1500.266,67.046,9.258
40.400,60.56406572,90.38513302,1500.266,67.007,9.243
40.600,60.56407220,90.38516399,1500.266,66.969,9.227
40.800,60.56407868,90.38519489,1500.266,66.930,9.212
41.000,60.56408516,90.38522573,1500.266,66.891,9.196
41.200,60.56409164,90.38525651,1500.267,66.852,9.180
41.400,60.56409811,90.38528723,1500.267,66.812,9.165
41.600,60.56410459,90.38531789,1500.267,66.772,9.149
41.800,60.56411107,90.38534848,1500.267,66.732,9.133
42.000,60.56411754,90.38537902,1500.267,66.691,9.117
42.200,60.56412402,90.38540949,1500.267,66.650,9.101
42.400,60.56413049,90.38543989,1500.267,66.609,9.085
42.600,60.56413697,90.38547024,1500.267,66.568,9.069
42.800,60.56414344,90.38550052,1500.267,66.526,9.053
43.000,60.56414991,90.38553073,1500.267,66.484,9.037
43.200,60.56415638,90.38556088,1500.267,66.442,9.021
43.400,60.56416285,90.38559097,1500.267,66.399,9.004
43.600,60.56416932,90.38562099,1500.267,66.356,8.988
43.800,60.56417579,90.38565095,1500.267,66.313,8.972
44.000,60.56418226,90.38568085,1500.267,66.270,8.955
44.200,60.56418873,90.38571068,1500.267,66.226,8.939
44.400,60.56419520,90.38574044,1500.268,66.182,8.922
44.600,60.56420166,90.38577014,1500.268,66.137,8.906
44.800,60.56420813,90.38579977,1500.268,66.092,8.889
45.000,60.56421460,90.38582934,1500.268,66.047,8.872
45.200,60.56422106,90.38585884,1500.268,66.002,8.856
45.400,60.56422753,90.38588828,1500.268,65.956,8.839
45.600,60.56423399,90.38591764,1500.268,65.910,8.822
45.800,60.56424045,90.38594695,1500.268,65.864,8.805
46.000,60.56424691,90.38597618,1500.268,65.818,8.789
46.200,60.56425338,90.38600535,1500.268,65.771,8.772
46.400,60.56425984,90.38603445,1500.268,65.723,8.755
46.600,60.56426630,90.38606348,1500.268,65.676,8.738
46.800,60.56427276,90.38609245,1500.268,65.628,8.721
47.000,60.56427922,90.38612135,1500.268,65.580,8.704
47.200,60.56428567,90.38615018,1500.268,65.531,8.686
47.400,60.56429213,90.38617894,1500.269,65.482,8.669
47.600,60.56429859,90.38620764,1500.269,65.433,8.652
47.800,60.56430504,90.38623626,1500.269,65.383,8.635
48.000,60.56431150,90.38626482,1500.269,65.333,8.618
48.200,60.56431795,90.38629331,1500.269,65.283,8.600
48.400,60.56432441,90.38632172,1500.269,65.233,8.583
48.600,60.56433086,90.38635007,1500.269,65.182,8.565
48.800,60.56433732,90.38637835,1500.269,65.130,8.548
49.000,60.56434377,90.38640656,1500.269,65.079,8.531
49.200,60.56435022,90.38643471,1500.269,65.027,8.513
49.400,60.56435667,90.38646278,1500.269,64.974,8.495
49.600,60.56436312,90.38649078,1500.269,64.922,8.478
49.800,60.56436957,90.38651871,1500.269,64.869,8.460
50.000,60.56437602,90.38654657,1500.269,64.815,8.443
50.200,60.56438247,90.38657435,1500.269,64.762,8.425
50.400,60.56438891,90.38660207,1500.269,64.708,8.407
50.600,60.56439536,90.38662972,1500.269,64.653,8.389
50.800,60.56440181,90.38665730,1500.270,64.598,8.372
51.000,60.56440825,90.38668480,1500.270,64.543,8.354
51.200,60.56441470,90.38671223,1500.270,64.487,8.336
51.400,60.56442114,90.38673959,1500.270,64.431,8.318
51.600,60.56442758,90.38676688,1500.270,64.375,8.300
51.800,60.56443402,90.38679410,1500.270,64.318,8.282
52.000,60.56444047,90.38682125,1500.270,64.261,8.264
52.200,60.56444691,90.38684832,1500.270,64.204,8.246
52.400,60.56445335,90.38687532,1500.270,64.146,8.228
52.600,60.56445979,90.38690225,1500.270,64.088,8.210
52.800,60.56446623,90.38692910,1500.270,64.029,8.192
53.000,60.56447266,90.38695588,1500.270,63.970,8.173
53.200,60.56447910,90.38698259,1500.270,63.911,8.155
53.400,60.56448554,90.38700923,1500.270,63.851,8.137
53.600,60.56449198,90.38703579,1500.270,63.791,8.119
53.800,60.56449841,90.38706227,1500.270,63.730,8.101
54.000,60.56450485,90.38708869,1500.270,63.670,8.082
54.200,60.56451128,90.38711503,1500.271,63.608,8.064
54.400,60.56451771,90.38714130,1500.271,63.546,8.045
54.600,60.56452415,90.38716749,1500.271,63.484,8.027
54.800,60.56453058,90.38719361,1500.271,63.422,8.009
55.000,60.56453701,90.38721965,1500.271,63.359,7.990
55.200,60.56454344,90.38724562,1500.271,63.295,7.972
55.400,60.56454987,90.38727151,1500.271,63.231,7.953
55.600,60.56455630,90.38729733,1500.271,63.167,7.935
55.800,60.56456273,90.38732307,1500.271,63.102,7.916
56.000,60.56456915,90.38734874,1500.271,63.037,7.898
56.200,60.56457558,90.38737434,1500.271,62.972,7.879
56.400,60.56458201,90.38739985,1500.271,62.906,7.860
56.600,60.56458843,90.38742530,1500.271,62.840,7.842
56.800,60.56459486,90.38745066,1500.271,62.773,7.823
57.000,60.56460128,90.38747595,1500.271,62.705,7.804
57.200,60.56460770,90.38750117,1500.271,62.638,7.786
57.400,60.56461413,90.38752631,1500.271,62.570,7.767
57.600,60.56462055,90.38755137,1500.271,62.501,7.748
57.800,60.56462697,90.38757636,1500.272,62.432,7.730
58.000,60.56463339,90.38760126,1500.272,62.363,7.711
58.200,60.56463981,90.38762610,1500.272,62.293,7.692
58.400,60.56464623,90.38765085,1500.272,62.222,7.673
58.600,60.56465265,90.38767553,1500.272,62.151,7.654
58.800,60.56465906,90.38770013,1500.272,62.080,7.635
59.000,60.56466548,90.38772466,1500.272,62.008,7.617
59.200,60.56467190,90.38774911,1500.272,61.936,7.598
59.400,60.56467831,90.38777348,1500.272,61.863,7.579
59.600,60.56468473,90.38779777,1500.272,61.790,7.560
59.800,60.56469114,90.38782199,1500.272,61.717,7.541
60.000,60.56469755,90.38784613,1500.272,61.643,7.522
60.200,60.56470396,90.38787019,1500.272,61.568,7.503
60.400,60.56471038,90.38789417,1500.272,61.493,7.484
60.600,60.56471679,90.38791807,1500.272,61.417,7.465
60.800,60.56472320,90.38794190,1500.272,61.341,7.446
61.000,60.56472961,90.38796565,1500.272,61.265,7.427
61.200,60.56473601,90.38798932,1500.272,61.188,7.408
61.400,60.56474242,90.38801291,1500.273,61.110,7.389
61.600,60.56474883,90.38803642,1500.273,61.032,7.370
61.800,60.56475524,90.38805985,1500.273,60.954,7.351
62.000,60.56476164,90.38808321,1500.273,60.874,7.332
62.200,60.56476805,90.38810649,1500.273,60.795,7.313
62.400,60.56477445,90.38812968,1500.273,60.715,7.294
62.600,60.56478085,90.38815280,1500.273,60.634,7.275
62.800,60.56478726,90.38817584,1500.273,60.553,7.255
63.000,60.56479366,90.38819880,1500.273,60.472,7.236
63.200,60.56480006,90.38822168,1500.273,60.389,7.217
63.400,60.56480646,90.38824448,1500.273,60.307,7.198
63.600,60.56481286,90.38826721,1500.273,60.223,7.179
63.800,60.56481926,90.38828985,1500.273,60.140,7.160
64.000,60.56482566,90.38831241,1500.273,60.055,7.141
64.200,60.56483205,90.38833490,1500.273,59.971,7.122
64.400,60.56483845,90.38835730,1500.273,59.885,7.102
64.600,60.56484484,90.38837962,1500.273,59.799,7.083
64.800,60.56485124,90.38840187,1500.273,59.713,7.064
65.000,60.56485763,90.38842403,1500.273,59.626,7.045
65.200,60.56486403,90.38844612,1500.273,59.538,7.026
65.400,60.56487042,90.38846812,1500.274,59.450,7.007
65.600,60.56487681,90.38849004,1500.274,59.361,6.988
65.800,60.56488320,90.38851189,1500.274,59.272,6.968
66.000,60.56488959,90.38853365,1500.274,59.182,6.949
66.200,60.56489598,90.38855533,1500.274,59.092,6.930
66.400,60.56490237,90.38857693,1500.274,59.001,6.911
66.600,60.56490876,90.38859845,1500.274,58.909,6.892
66.800,60.56491515,90.38861989,1500.274,58.817,6.873
67.000,60.56492153,90.38864125,1500.274,58.725,6.853
67.200,60.56492792,90.38866253,1500.274,58.631,6.834
67.400,60.56493430,90.38868373,1500.274,58.537,6.815
67.600,60.56494069,90.38870485,1500.274,58.443,6.796
67.800,60.56494707,90.38872588,1500.274,58.348,6.777
68.000,60.56495345,90.38874684,1500.274,58.252,6.758
68.200,60.56495984,90.38876771,1500.274,58.156,6.739
68.400,60.56496622,90.38878851,1500.274,58.059,6.719
68.600,60.56497260,90.38880922,1500.274,57.961,6.700
68.800,60.56497898,90.38882985,1500.274,57.863,6.681
69.000,60.56498536,90.38885040,1500.274,57.764,6.662
69.200,60.56499173,90.38887087,1500.274,57.665,6.643
69.400,60.56499811,90.38889125,1500.275,57.565,6.624
69.600,60.56500449,90.38891156,1500.275,57.464,6.605
69.800,60.56501086,90.38893178,1500.275,57.363,6.586
70.000,60.56501724,90.38895193,1500.275,57.261,6.567
70.200,60.56502361,90.38897199,1500.275,57.158,6.548
70.400,60.56502998,90.38899197,1500.275,57.055,6.529
70.600,60.56503636,90.38901186,1500.275,56.951,6.510
70.800,60.56504273,90.38903168,1500.275,56.847,6.491
71.000,60.56504910,90.38905141,1500.275,56.742,6.472
71.200,60.56505547,90.38907107,1500.275,56.636,6.453
71.400,60.56506184,90.38909064,1500.275,56.529,6.434
71.600,60.56506821,90.38911013,1500.275,56.422,6.415
71.800,60.56507457,90.38912953,1500.275,56.314,6.396
72.000,60.56508094,90.38914886,1500.275,56.206,6.377
72.200,60.56508731,90.38916810,1500.275,56.096,6.358
72.400,60.56509367,90.38918727,1500.275,55.986,6.339
72.600,60.56510004,90.38920634,1500.275,55.876,6.320
72.800,60.56510640,90.38922534,1500.275,55.765,6.302
73.000,60.56511276,90.38924426,1500.275,55.653,6.283
73.200,60.56511913,90.38926309,1500.275,55.540,6.264
73.400,60.56512549,90.38928184,1500.275,55.427,6.245
73.600,60.56513185,90.38930051,1500.275,55.313,6.226
73.800,60.56513821,90.38931910,1500.276,55.198,6.208
74.000,60.56514456,90.38933761,1500.276,55.082,6.189
74.200,60.56515092,90.38935603,1500.276,54.966,6.170
74.400,60.56515728,90.38937437,1500.276,54.849,6.152
74.600,60.56516364,90.38939263,1500.276,54.732,6.133
74.800,60.56516999,90.38941081,1500.276,54.613,6.114
75.000,60.56517635,90.38942890,1500.276,54.494,6.096
75.200,60.56518270,90.38944692,1500.276,54.374,6.077
75.400,60.56518905,90.38946485,1500.276,54.254,6.058
75.600,60.56519541,90.38948270,1500.276,54.132,6.040
75.800,60.56520176,90.38950046,1500.276,54.010,6.021
76.000,60.56520811,90.38951815,1500.276,53.888,6.003
76.200,60.56521446,90.38953575,1500.276,53.764,5.984
76.400,60.56522081,90.38955327,1500.276,53.640,5.966
76.600,60.56522715,90.38957071,1500.276,53.515,5.948
76.800,60.56523350,90.38958806,1500.276,53.389,5.929
77.000,60.56523985,90.38960534,1500.276,53.262,5.911
77.200,60.56524619,90.38962253,1500.276,53.135,5.893
77.400,60.56525254,90.38963964,1500.276,53.007,5.874
77.600,60.56525888,90.38965667,1500.276,52.878,5.856
77.800,60.56526523,90.38967361,1500.276,52.748,5.838
78.000,60.56527157,90.38969047,1500.276,52.618,5.820
78.200,60.56527791,90.38970726,1500.276,52.486,5.802
78.400,60.56528425,90.38972396,1500.276,52.354,5.784
78.600,60.56529059,90.38974057,1500.277,52.221,5.765
78.800,60.56529693,90.38975711,1500.277,52.088,5.747
79.000,60.56530327,90.38977356,1500.277,51.953,5.729
79.200,60.56530960,90.38978993,1500.277,51.818,5.711
79.400,60.56531594,90.38980622,1500.277,51.682,5.693
79.600,60.56532228,90.38982243,1500.277,51.545,5.676
79.800,60.56532861,90.38983855,1500.277,51.407,5.658
80.000,60.56533495,90.38985460,1500.277,51.269,5.640
80.200,60.56534128,90.38987056,1500.277,51.129,5.622
80.400,60.56534761,90.38988644,1500.277,50.989,5.604
80.600,60.56535394,90.38990224,1500.277,50.848,5.587
80.800,60.56536027,90.38991796,1500.277,50.706,5.569
81.000,60.56536660,90.38993359,1500.277,50.564,5.551
81.200,60.56537293,90.38994914,1500.277,50.420,5.534
81.400,60.56537926,90.38996462,1500.277,50.276,5.516
81.600,60.56538559,90.38998001,1500.277,50.131,5.499
81.800,60.56539191,90.38999531,1500.277,49.985,5.481
82.000,60.56539824,90.39001054,1500.277,49.838,5.464
82.200,60.56540456,90.39002569,1500.277,49.690,5.447
82.400,60.56541089,90.39004075,1500.277,49.541,5.429
82.600,60.56541721,90.39005573,1500.277,49.392,5.412
82.800,60.56542353,90.39007064,1500.277,49.242,5.395
83.000,60.56542985,90.39008546,1500.277,49.090,5.378
83.200,60.56543617,90.39010019,1500.277,48.938,5.360
83.400,60.56544249,90.39011485,1500.277,48.785,5.343
83.600,60.56544881,90.39012943,1500.278,48.632,5.326
83.800,60.56545513,90.39014392,1500.278,48.477,5.309
84.000,60.56546145,90.39015834,1500.278,48.321,5.292
84.200,60.56546776,90.39017267,1500.278,48.165,5.276
84.400,60.56547408,90.39018693,1500.278,48.008,5.259
84.600,60.56548039,90.39020110,1500.278,47.849,5.242
84.800,60.56548671,90.39021519,1500.278,47.690,5.225
85.000,60.56549302,90.39022920,1500.278,47.530,5.209
85.200,60.56549933,90.39024313,1500.278,47.369,5.192
85.400,60.56550564,90.39025698,1500.278,47.208,5.175
85.600,60.56551195,90.39027075,1500.278,47.045,5.159
85.800,60.56551826,90.39028443,1500.278,46.881,5.142
86.000,60.56552457,90.39029804,1500.278,46.717,5.126
86.200,60.56553088,90.39031157,1500.278,46.552,5.110
86.400,60.56553718,90.39032502,1500.278,46.385,5.093
86.600,60.56554349,90.39033838,1500.278,46.218,5.077
86.800,60.56554979,90.39035167,1500.278,46.050,5.061
87.000,60.56555610,90.39036488,1500.278,45.881,5.045
87.200,60.56556240,90.39037800,1500.278,45.711,5.029
87.400,60.56556870,90.39039105,1500.278,45.540,5.013
87.600,60.56557500,90.39040402,1500.278,45.369,4.997
87.800,60.56558130,90.39041691,1500.278,45.196,4.981
88.000,60.56558760,90.39042971,1500.278,45.022,4.965
88.200,60.56559390,90.39044244,1500.278,44.848,4.949
88.400,60.56560020,90.39045509,1500.278,44.673,4.934
88.600,60.56560650,90.39046766,1500.278,44.496,4.918
88.800,60.56561279,90.39048015,1500.278,44.319,4.902
89.000,60.56561909,90.39049256,1500.279,44.141,4.887
89.200,60.56562538,90.39050490,1500.279,43.962,4.872
89.400,60.56563167,90.39051715,1500.279,43.782,4.856
89.600,60.56563797,90.39052932,1500.279,43.601,4.841
89.800,60.56564426,90.39054142,1500.279,43.419,4.826
90.000,60.56565055,90.39055343,1500.279,43.237,4.810
90.200,60.56565684,90.39056537,1500.279,43.053,4.795
90.400,60.56566313,90.39057723,1500.279,42.868,4.780
90.600,60.56566942,90.39058901,1500.279,42.683,4.765
90.800,60.56567570,90.39060072,1500.279,42.497,4.750
91.000,60.56568199,90.39061234,1500.279,42.309,4.736
91.200,60.56568827,90.39062389,1500.279,42.121,4.721
91.400,60.56569456,90.39063535,1500.279,41.932,4.706
91.600,60.56570084,90.39064674,1500.279,41.742,4.692
91.800,60.56570712,90.39065806,1500.279,41.551,4.677
92.000,60.56571341,90.39066929,1500.279,41.359,4.662
92.200,60.56571969,90.39068045,1500.279,41.167,4.648
92.400,60.56572597,90.39069153,1500.279,40.973,4.634
92.600,60.56573225,90.39070253,1500.279,40.778,4.619
92.800,60.56573852,90.39071346,1500.279,40.583,4.605
93.000,60.56574480,90.39072430,1500.279,40.386,4.591
93.200,60.56575108,90.39073508,1500.279,40.189,4.577
93.400,60.56575735,90.39074577,1500.279,39.991,4.563
93.600,60.56576363,90.39075639,1500.279,39.792,4.549
93.800,60.56576990,90.39076693,1500.279,39.592,4.535
94.000,60.56577617,90.39077739,1500.279,39.391,4.522
94.200,60.56578244,90.39078778,1500.279,39.190,4.508
94.400,60.56578871,90.39079809,1500.279,38.987,4.494
94.600,60.56579498,90.39080833,1500.279,38.784,4.481
94.800,60.56580125,90.39081849,1500.279,38.579,4.468
95.000,60.56580752,90.39082857,1500.279,38.374,4.454
95.200,60.56581379,90.39083858,1500.280,38.168,4.441
95.400,60.56582005,90.39084851,1500.280,37.961,4.428
95.600,60.56582632,90.39085837,1500.280,37.753,4.415
95.800,60.56583258,90.39086815,1500.280,37.545,4.402
